ozone,particullate_matter,carbon_monoxide,sulfure_dioxide,nitrogen_dioxide,longitude,latitude,timestamp,Formatted Address
58,67,35,47,34,10.116589665412905,56.22579478256016,2014-08-01 06:40:00,"Århusvej 80, 8382 Hinnerup, Denmark"
62,67,30,44,39,10.116589665412905,56.22579478256016,2014-08-01 06:45:00,"Århusvej 80, 8382 Hinnerup, Denmark"
63,68,32,44,37,10.116589665412905,56.22579478256016,2014-08-01 06:50:00,"Århusvej 80, 8382 Hinnerup, Denmark"
68,70,27,39,32,10.116589665412905,56.22579478256016,2014-08-01 06:55:00,"Århusvej 80, 8382 Hinnerup, Denmark"
69,67,27,37,28,10.116589665412905,56.22579478256016,2014-08-01 07:00:00,"Århusvej 80, 8382 Hinnerup, Denmark"
74,69,32,33,29,10.116589665412905,56.22579478256016,2014-08-01 07:05:00,"Århusvej 80, 8382 Hinnerup, Denmark"
75,66,36,33,29,10.116589665412905,56.22579478256016,2014-08-01 07:10:00,"Århusvej 80, 8382 Hinnerup, Denmark"
73,62,39,31,28,10.116589665412905,56.22579478256016,2014-08-01 07:15:00,"Århusvej 80, 8382 Hinnerup, Denmark"
68,66,35,36,29,10.116589665412905,56.22579478256016,2014-08-01 07:20:00,"Århusvej 80, 8382 Hinnerup, Denmark"
72,61,35,37,25,10.116589665412905,56.22579478256016,2014-08-01 07:25:00,"Århusvej 80, 8382 Hinnerup, Denmark"
72,63,35,42,21,10.116589665412905,56.22579478256016,2014-08-01 07:30:00,"Århusvej 80, 8382 Hinnerup, Denmark"
70,62,39,43,16,10.116589665412905,56.22579478256016,2014-08-01 07:35:00,"Århusvej 80, 8382 Hinnerup, Denmark"
73,63,36,45,18,10.116589665412905,56.22579478256016,2014-08-01 07:40:00,"Århusvej 80, 8382 Hinnerup, Denmark"
77,60,40,49,26,10.116589665412905,56.22579478256016,2014-08-01 07:45:00,"Århusvej 80, 8382 Hinnerup, Denmark"
77,65,44,48,24,10.116589665412905,56.22579478256016,2014-08-01 07:50:00,"Århusvej 80, 8382 Hinnerup, Denmark"
73,69,47,50,28,10.116589665412905,56.22579478256016,2014-08-01 07:55:00,"Århusvej 80, 8382 Hinnerup, Denmark"
70,72,49,55,28,10.116589665412905,56.22579478256016,2014-08-01 08:00:00,"Århusvej 80, 8382 Hinnerup, Denmark"
68,76,49,53,30,10.116589665412905,56.22579478256016,2014-08-01 08:05:00,"Århusvej 80, 8382 Hinnerup, Denmark"
67,81,46,50,26,10.116589665412905,56.22579478256016,2014-08-01 08:10:00,"Århusvej 80, 8382 Hinnerup, Denmark"
71,76,44,46,28,10.116589665412905,56.22579478256016,2014-08-01 08:15:00,"Århusvej 80, 8382 Hinnerup, Denmark"
72,79,44,49,27,10.116589665412905,56.22579478256016,2014-08-01 08:20:00,"Århusvej 80, 8382 Hinnerup, Denmark"
68,77,43,44,24,10.116589665412905,56.22579478256016,2014-08-01 08:25:00,"Århusvej 80, 8382 Hinnerup, Denmark"
68,82,40,41,19,10.116589665412905,56.22579478256016,2014-08-01 08:30:00,"Århusvej 80, 8382 Hinnerup, Denmark"
64,82,44,41,20,10.116589665412905,56.22579478256016,2014-08-01 08:35:00,"Århusvej 80, 8382 Hinnerup, Denmark"
60,85,46,45,15,10.116589665412905,56.22579478256016,2014-08-01 08:40:00,"Århusvej 80, 8382 Hinnerup, Denmark"
61,86,46,46,24,10.116589665412905,56.22579478256016,2014-08-01 08:45:00,"Århusvej 80, 8382 Hinnerup, Denmark"
58,90,46,43,26,10.116589665412905,56.22579478256016,2014-08-01 08:50:00,"Århusvej 80, 8382 Hinnerup, Denmark"
58,95,45,46,22,10.116589665412905,56.22579478256016,2014-08-01 08:55:00,"Århusvej 80, 8382 Hinnerup, Denmark"
61,97,48,48,20,10.116589665412905,56.22579478256016,2014-08-01 09:00:00,"Århusvej 80, 8382 Hinnerup, Denmark"
60,98,52,47,21,10.116589665412905,56.22579478256016,2014-08-01 09:05:00,"Århusvej 80, 8382 Hinnerup, Denmark"
61,97,54,42,18,10.116589665412905,56.22579478256016,2014-08-01 09:10:00,"Århusvej 80, 8382 Hinnerup, Denmark"
60,93,52,45,20,10.116589665412905,56.22579478256016,2014-08-01 09:15:00,"Århusvej 80, 8382 Hinnerup, Denmark"
57,92,55,50,17,10.116589665412905,56.22579478256016,2014-08-01 09:20:00,"Århusvej 80, 8382 Hinnerup, Denmark"
54,91,54,49,26,10.116589665412905,56.22579478256016,2014-08-01 09:25:00,"Århusvej 80, 8382 Hinnerup, Denmark"
58,91,52,50,26,10.116589665412905,56.22579478256016,2014-08-01 09:30:00,"Århusvej 80, 8382 Hinnerup, Denmark"
62,88,55,45,25,10.116589665412905,56.22579478256016,2014-08-01 09:35:00,"Århusvej 80, 8382 Hinnerup, Denmark"
64,85,60,40,30,10.116589665412905,56.22579478256016,2014-08-01 09:40:00,"Århusvej 80, 8382 Hinnerup, Denmark"
61,89,64,43,32,10.116589665412905,56.22579478256016,2014-08-01 09:45:00,"Århusvej 80, 8382 Hinnerup, Denmark"
65,94,59,41,35,10.116589665412905,56.22579478256016,2014-08-01 09:50:00,"Århusvej 80, 8382 Hinnerup, Denmark"
64,90,56,39,33,10.116589665412905,56.22579478256016,2014-08-01 09:55:00,"Århusvej 80, 8382 Hinnerup, Denmark"
64,93,56,35,34,10.116589665412905,56.22579478256016,2014-08-01 10:00:00,"Århusvej 80, 8382 Hinnerup, Denmark"
66,90,57,35,35,10.116589665412905,56.22579478256016,2014-08-01 10:05:00,"Århusvej 80, 8382 Hinnerup, Denmark"
61,92,52,31,39,10.116589665412905,56.22579478256016,2014-08-01 10:10:00,"Århusvej 80, 8382 Hinnerup, Denmark"
58,91,57,32,38,10.116589665412905,56.22579478256016,2014-08-01 10:15:00,"Århusvej 80, 8382 Hinnerup, Denmark"
54,91,58,36,38,10.116589665412905,56.22579478256016,2014-08-01 10:20:00,"Århusvej 80, 8382 Hinnerup, Denmark"
49,90,62,32,40,10.116589665412905,56.22579478256016,2014-08-01 10:25:00,"Århusvej 80, 8382 Hinnerup, Denmark"
48,93,63,35,40,10.116589665412905,56.22579478256016,2014-08-01 10:30:00,"Århusvej 80, 8382 Hinnerup, Denmark"
43,92,65,39,35,10.116589665412905,56.22579478256016,2014-08-01 10:35:00,"Århusvej 80, 8382 Hinnerup, Denmark"
42,96,62,42,32,10.116589665412905,56.22579478256016,2014-08-01 10:40:00,"Århusvej 80, 8382 Hinnerup, Denmark"
45,99,62,37,37,10.116589665412905,56.22579478256016,2014-08-01 10:45:00,"Århusvej 80, 8382 Hinnerup, Denmark"
40,95,61,36,37,10.116589665412905,56.22579478256016,2014-08-01 10:50:00,"Århusvej 80, 8382 Hinnerup, Denmark"
43,91,65,40,37,10.116589665412905,56.22579478256016,2014-08-01 10:55:00,"Århusvej 80, 8382 Hinnerup, Denmark"
40,91,66,43,32,10.116589665412905,56.22579478256016,2014-08-01 11:00:00,"Århusvej 80, 8382 Hinnerup, Denmark"
37,89,64,38,36,10.116589665412905,56.22579478256016,2014-08-01 11:05:00,"Århusvej 80, 8382 Hinnerup, Denmark"
32,92,60,34,39,10.116589665412905,56.22579478256016,2014-08-01 11:10:00,"Århusvej 80, 8382 Hinnerup, Denmark"
27,87,61,34,40,10.116589665412905,56.22579478256016,2014-08-01 11:15:00,"Århusvej 80, 8382 Hinnerup, Denmark"
28,86,64,31,45,10.116589665412905,56.22579478256016,2014-08-01 11:20:00,"Århusvej 80, 8382 Hinnerup, Denmark"
32,86,69,31,45,10.116589665412905,56.22579478256016,2014-08-01 11:25:00,"Århusvej 80, 8382 Hinnerup, Denmark"
28,88,70,29,45,10.116589665412905,56.22579478256016,2014-08-01 11:30:00,"Århusvej 80, 8382 Hinnerup, Denmark"
27,93,66,26,47,10.116589665412905,56.22579478256016,2014-08-01 11:35:00,"Århusvej 80, 8382 Hinnerup, Denmark"
32,98,62,26,43,10.116589665412905,56.22579478256016,2014-08-01 11:40:00,"Århusvej 80, 8382 Hinnerup, Denmark"
28,93,60,29,42,10.116589665412905,56.22579478256016,2014-08-01 11:45:00,"Århusvej 80, 8382 Hinnerup, Denmark"
26,93,62,32,40,10.116589665412905,56.22579478256016,2014-08-01 11:50:00,"Århusvej 80, 8382 Hinnerup, Denmark"
22,97,58,27,36,10.116589665412905,56.22579478256016,2014-08-01 11:55:00,"Århusvej 80, 8382 Hinnerup, Denmark"
26,95,60,26,34,10.116589665412905,56.22579478256016,2014-08-01 12:00:00,"Århusvej 80, 8382 Hinnerup, Denmark"
29,97,57,29,32,10.116589665412905,56.22579478256016,2014-08-01 12:05:00,"Århusvej 80, 8382 Hinnerup, Denmark"
33,95,61,29,36,10.116589665412905,56.22579478256016,2014-08-01 12:10:00,"Århusvej 80, 8382 Hinnerup, Denmark"
29,96,58,31,36,10.116589665412905,56.22579478256016,2014-08-01 12:15:00,"Århusvej 80, 8382 Hinnerup, Denmark"
31,95,53,33,33,10.116589665412905,56.22579478256016,2014-08-01 12:20:00,"Århusvej 80, 8382 Hinnerup, Denmark"
27,94,54,36,38,10.116589665412905,56.22579478256016,2014-08-01 12:25:00,"Århusvej 80, 8382 Hinnerup, Denmark"
22,90,58,31,33,10.116589665412905,56.22579478256016,2014-08-01 12:30:00,"Århusvej 80, 8382 Hinnerup, Denmark"
19,92,55,28,36,10.116589665412905,56.22579478256016,2014-08-01 12:35:00,"Århusvej 80, 8382 Hinnerup, Denmark"
28,94,52,29,32,10.116589665412905,56.22579478256016,2014-08-01 12:40:00,"Århusvej 80, 8382 Hinnerup, Denmark"
32,98,55,28,36,10.116589665412905,56.22579478256016,2014-08-01 12:45:00,"Århusvej 80, 8382 Hinnerup, Denmark"
27,102,52,23,40,10.116589665412905,56.22579478256016,2014-08-01 12:50:00,"Århusvej 80, 8382 Hinnerup, Denmark"
22,102,54,23,42,10.116589665412905,56.22579478256016,2014-08-01 12:55:00,"Århusvej 80, 8382 Hinnerup, Denmark"
23,102,57,20,45,10.116589665412905,56.22579478256016,2014-08-01 13:00:00,"Århusvej 80, 8382 Hinnerup, Denmark"
23,106,54,22,46,10.116589665412905,56.22579478256016,2014-08-01 13:05:00,"Århusvej 80, 8382 Hinnerup, Denmark"
20,105,56,26,43,10.116589665412905,56.22579478256016,2014-08-01 13:10:00,"Århusvej 80, 8382 Hinnerup, Denmark"
22,106,51,25,46,10.116589665412905,56.22579478256016,2014-08-01 13:15:00,"Århusvej 80, 8382 Hinnerup, Denmark"
26,107,52,22,48,10.116589665412905,56.22579478256016,2014-08-01 13:20:00,"Århusvej 80, 8382 Hinnerup, Denmark"
27,111,51,20,52,10.116589665412905,56.22579478256016,2014-08-01 13:25:00,"Århusvej 80, 8382 Hinnerup, Denmark"
24,109,46,25,53,10.116589665412905,56.22579478256016,2014-08-01 13:30:00,"Århusvej 80, 8382 Hinnerup, Denmark"
25,111,51,22,57,10.116589665412905,56.22579478256016,2014-08-01 13:35:00,"Århusvej 80, 8382 Hinnerup, Denmark"
29,108,51,22,52,10.116589665412905,56.22579478256016,2014-08-01 13:40:00,"Århusvej 80, 8382 Hinnerup, Denmark"
27,104,52,26,54,10.116589665412905,56.22579478256016,2014-08-01 13:45:00,"Århusvej 80, 8382 Hinnerup, Denmark"
31,104,49,29,54,10.116589665412905,56.22579478256016,2014-08-01 13:50:00,"Århusvej 80, 8382 Hinnerup, Denmark"
28,107,46,31,53,10.116589665412905,56.22579478256016,2014-08-01 13:55:00,"Århusvej 80, 8382 Hinnerup, Denmark"
33,103,41,32,54,10.116589665412905,56.22579478256016,2014-08-01 14:00:00,"Århusvej 80, 8382 Hinnerup, Denmark"
28,100,36,28,50,10.116589665412905,56.22579478256016,2014-08-01 14:05:00,"Århusvej 80, 8382 Hinnerup, Denmark"
27,98,31,23,45,10.116589665412905,56.22579478256016,2014-08-01 14:10:00,"Århusvej 80, 8382 Hinnerup, Denmark"
29,96,26,24,44,10.116589665412905,56.22579478256016,2014-08-01 14:15:00,"Århusvej 80, 8382 Hinnerup, Denmark"
24,97,26,29,41,10.116589665412905,56.22579478256016,2014-08-01 14:20:00,"Århusvej 80, 8382 Hinnerup, Denmark"
24,96,23,26,38,10.116589665412905,56.22579478256016,2014-08-01 14:25:00,"Århusvej 80, 8382 Hinnerup, Denmark"
22,93,27,23,40,10.116589665412905,56.22579478256016,2014-08-01 14:30:00,"Århusvej 80, 8382 Hinnerup, Denmark"
17,92,26,25,35,10.116589665412905,56.22579478256016,2014-08-01 14:35:00,"Århusvej 80, 8382 Hinnerup, Denmark"
23,88,26,24,33,10.116589665412905,56.22579478256016,2014-08-01 14:40:00,"Århusvej 80, 8382 Hinnerup, Denmark"
22,89,23,26,36,10.116589665412905,56.22579478256016,2014-08-01 14:45:00,"Århusvej 80, 8382 Hinnerup, Denmark"
22,86,19,21,31,10.116589665412905,56.22579478256016,2014-08-01 14:50:00,"Århusvej 80, 8382 Hinnerup, Denmark"
20,91,27,17,30,10.116589665412905,56.22579478256016,2014-08-01 14:55:00,"Århusvej 80, 8382 Hinnerup, Denmark"
23,95,30,23,33,10.116589665412905,56.22579478256016,2014-08-01 15:00:00,"Århusvej 80, 8382 Hinnerup, Denmark"
25,90,29,22,30,10.116589665412905,56.22579478256016,2014-08-01 15:05:00,"Århusvej 80, 8382 Hinnerup, Denmark"
21,91,27,26,26,10.116589665412905,56.22579478256016,2014-08-01 15:10:00,"Århusvej 80, 8382 Hinnerup, Denmark"
18,90,24,26,27,10.116589665412905,56.22579478256016,2014-08-01 15:15:00,"Århusvej 80, 8382 Hinnerup, Denmark"
25,92,27,24,30,10.116589665412905,56.22579478256016,2014-08-01 15:20:00,"Århusvej 80, 8382 Hinnerup, Denmark"
20,94,25,22,27,10.116589665412905,56.22579478256016,2014-08-01 15:25:00,"Århusvej 80, 8382 Hinnerup, Denmark"
15,89,22,17,23,10.116589665412905,56.22579478256016,2014-08-01 15:30:00,"Århusvej 80, 8382 Hinnerup, Denmark"
19,85,26,22,20,10.116589665412905,56.22579478256016,2014-08-01 15:35:00,"Århusvej 80, 8382 Hinnerup, Denmark"
24,88,27,19,18,10.116589665412905,56.22579478256016,2014-08-01 15:40:00,"Århusvej 80, 8382 Hinnerup, Denmark"
21,87,26,26,25,10.116589665412905,56.22579478256016,2014-08-01 15:45:00,"Århusvej 80, 8382 Hinnerup, Denmark"
16,89,23,24,26,10.116589665412905,56.22579478256016,2014-08-01 15:50:00,"Århusvej 80, 8382 Hinnerup, Denmark"
21,88,21,25,29,10.116589665412905,56.22579478256016,2014-08-01 15:55:00,"Århusvej 80, 8382 Hinnerup, Denmark"
21,89,16,22,29,10.116589665412905,56.22579478256016,2014-08-01 16:00:00,"Århusvej 80, 8382 Hinnerup, Denmark"
21,93,26,20,24,10.116589665412905,56.22579478256016,2014-08-01 16:05:00,"Århusvej 80, 8382 Hinnerup, Denmark"
16,88,25,24,29,10.116589665412905,56.22579478256016,2014-08-01 16:10:00,"Århusvej 80, 8382 Hinnerup, Denmark"
22,92,22,28,28,10.116589665412905,56.22579478256016,2014-08-01 16:15:00,"Århusvej 80, 8382 Hinnerup, Denmark"
23,92,17,29,30,10.116589665412905,56.22579478256016,2014-08-01 16:20:00,"Århusvej 80, 8382 Hinnerup, Denmark"
24,97,19,24,31,10.116589665412905,56.22579478256016,2014-08-01 16:25:00,"Århusvej 80, 8382 Hinnerup, Denmark"
26,95,23,28,33,10.116589665412905,56.22579478256016,2014-08-01 16:30:00,"Århusvej 80, 8382 Hinnerup, Denmark"
23,97,24,26,29,10.116589665412905,56.22579478256016,2014-08-01 16:35:00,"Århusvej 80, 8382 Hinnerup, Denmark"
25,98,22,24,34,10.116589665412905,56.22579478256016,2014-08-01 16:40:00,"Århusvej 80, 8382 Hinnerup, Denmark"
24,96,19,24,34,10.116589665412905,56.22579478256016,2014-08-01 16:45:00,"Århusvej 80, 8382 Hinnerup, Denmark"
26,101,28,25,38,10.116589665412905,56.22579478256016,2014-08-01 16:50:00,"Århusvej 80, 8382 Hinnerup, Denmark"
27,100,29,22,33,10.116589665412905,56.22579478256016,2014-08-01 16:55:00,"Århusvej 80, 8382 Hinnerup, Denmark"
24,102,30,25,35,10.116589665412905,56.22579478256016,2014-08-01 17:00:00,"Århusvej 80, 8382 Hinnerup, Denmark"
28,102,28,30,40,10.116589665412905,56.22579478256016,2014-08-01 17:05:00,"Århusvej 80, 8382 Hinnerup, Denmark"
26,104,23,32,44,10.116589665412905,56.22579478256016,2014-08-01 17:10:00,"Århusvej 80, 8382 Hinnerup, Denmark"
24,109,21,34,44,10.116589665412905,56.22579478256016,2014-08-01 17:15:00,"Århusvej 80, 8382 Hinnerup, Denmark"
24,105,21,32,39,10.116589665412905,56.22579478256016,2014-08-01 17:20:00,"Århusvej 80, 8382 Hinnerup, Denmark"
27,106,16,35,37,10.116589665412905,56.22579478256016,2014-08-01 17:25:00,"Århusvej 80, 8382 Hinnerup, Denmark"
30,108,25,32,42,10.116589665412905,56.22579478256016,2014-08-01 17:30:00,"Århusvej 80, 8382 Hinnerup, Denmark"
35,113,28,30,43,10.116589665412905,56.22579478256016,2014-08-01 17:35:00,"Århusvej 80, 8382 Hinnerup, Denmark"
32,115,26,26,41,10.116589665412905,56.22579478256016,2014-08-01 17:40:00,"Århusvej 80, 8382 Hinnerup, Denmark"
33,112,27,27,44,10.116589665412905,56.22579478256016,2014-08-01 17:45:00,"Århusvej 80, 8382 Hinnerup, Denmark"
