ozone,particullate_matter,carbon_monoxide,sulfure_dioxide,nitrogen_dioxide,longitude,latitude,timestamp,Formatted Address
88,54,58,35,35,10.104986076057457,56.23172069428216,2014-08-01 10:05:00,"Sigma 2, 8382 Hinnerup, Denmark"
91,58,58,35,39,10.104986076057457,56.23172069428216,2014-08-01 10:10:00,"Sigma 2, 8382 Hinnerup, Denmark"
88,53,63,35,41,10.104986076057457,56.23172069428216,2014-08-01 10:15:00,"Sigma 2, 8382 Hinnerup, Denmark"
88,52,60,36,45,10.104986076057457,56.23172069428216,2014-08-01 10:20:00,"Sigma 2, 8382 Hinnerup, Denmark"
90,52,57,40,46,10.104986076057457,56.23172069428216,2014-08-01 10:25:00,"Sigma 2, 8382 Hinnerup, Denmark"
90,53,55,36,41,10.104986076057457,56.23172069428216,2014-08-01 10:30:00,"Sigma 2, 8382 Hinnerup, Denmark"
87,50,53,35,37,10.104986076057457,56.23172069428216,2014-08-01 10:35:00,"Sigma 2, 8382 Hinnerup, Denmark"
86,53,50,31,33,10.104986076057457,56.23172069428216,2014-08-01 10:40:00,"Sigma 2, 8382 Hinnerup, Denmark"
81,57,49,28,35,10.104986076057457,56.23172069428216,2014-08-01 10:45:00,"Sigma 2, 8382 Hinnerup, Denmark"
83,57,45,29,38,10.104986076057457,56.23172069428216,2014-08-01 10:50:00,"Sigma 2, 8382 Hinnerup, Denmark"
88,61,43,29,39,10.104986076057457,56.23172069428216,2014-08-01 10:55:00,"Sigma 2, 8382 Hinnerup, Denmark"
86,61,43,25,40,10.104986076057457,56.23172069428216,2014-08-01 11:00:00,"Sigma 2, 8382 Hinnerup, Denmark"
90,64,47,27,42,10.104986076057457,56.23172069428216,2014-08-01 11:05:00,"Sigma 2, 8382 Hinnerup, Denmark"
94,63,46,25,42,10.104986076057457,56.23172069428216,2014-08-01 11:10:00,"Sigma 2, 8382 Hinnerup, Denmark"
90,63,42,28,46,10.104986076057457,56.23172069428216,2014-08-01 11:15:00,"Sigma 2, 8382 Hinnerup, Denmark"
93,64,46,24,50,10.104986076057457,56.23172069428216,2014-08-01 11:20:00,"Sigma 2, 8382 Hinnerup, Denmark"
89,64,41,24,47,10.104986076057457,56.23172069428216,2014-08-01 11:25:00,"Sigma 2, 8382 Hinnerup, Denmark"
90,69,45,26,46,10.104986076057457,56.23172069428216,2014-08-01 11:30:00,"Sigma 2, 8382 Hinnerup, Denmark"
87,74,44,31,48,10.104986076057457,56.23172069428216,2014-08-01 11:35:00,"Sigma 2, 8382 Hinnerup, Denmark"
90,70,47,31,44,10.104986076057457,56.23172069428216,2014-08-01 11:40:00,"Sigma 2, 8382 Hinnerup, Denmark"
93,65,50,26,43,10.104986076057457,56.23172069428216,2014-08-01 11:45:00,"Sigma 2, 8382 Hinnerup, Denmark"
89,65,55,27,40,10.104986076057457,56.23172069428216,2014-08-01 11:50:00,"Sigma 2, 8382 Hinnerup, Denmark"
86,64,58,26,37,10.104986076057457,56.23172069428216,2014-08-01 11:55:00,"Sigma 2, 8382 Hinnerup, Denmark"
83,59,53,30,39,10.104986076057457,56.23172069428216,2014-08-01 12:00:00,"Sigma 2, 8382 Hinnerup, Denmark"
87,57,49,25,35,10.104986076057457,56.23172069428216,2014-08-01 12:05:00,"Sigma 2, 8382 Hinnerup, Denmark"
82,53,46,28,32,10.104986076057457,56.23172069428216,2014-08-01 12:10:00,"Sigma 2, 8382 Hinnerup, Denmark"
84,50,49,32,37,10.104986076057457,56.23172069428216,2014-08-01 12:15:00,"Sigma 2, 8382 Hinnerup, Denmark"
86,55,48,36,41,10.104986076057457,56.23172069428216,2014-08-01 12:20:00,"Sigma 2, 8382 Hinnerup, Denmark"
89,58,53,39,44,10.104986076057457,56.23172069428216,2014-08-01 12:25:00,"Sigma 2, 8382 Hinnerup, Denmark"
91,53,58,41,42,10.104986076057457,56.23172069428216,2014-08-01 12:30:00,"Sigma 2, 8382 Hinnerup, Denmark"
94,58,63,40,39,10.104986076057457,56.23172069428216,2014-08-01 12:35:00,"Sigma 2, 8382 Hinnerup, Denmark"
89,63,60,42,39,10.104986076057457,56.23172069428216,2014-08-01 12:40:00,"Sigma 2, 8382 Hinnerup, Denmark"
94,65,57,41,41,10.104986076057457,56.23172069428216,2014-08-01 12:45:00,"Sigma 2, 8382 Hinnerup, Denmark"
95,68,57,39,44,10.104986076057457,56.23172069428216,2014-08-01 12:50:00,"Sigma 2, 8382 Hinnerup, Denmark"
98,64,59,35,39,10.104986076057457,56.23172069428216,2014-08-01 12:55:00,"Sigma 2, 8382 Hinnerup, Denmark"
96,64,58,36,38,10.104986076057457,56.23172069428216,2014-08-01 13:00:00,"Sigma 2, 8382 Hinnerup, Denmark"
96,63,59,40,37,10.104986076057457,56.23172069428216,2014-08-01 13:05:00,"Sigma 2, 8382 Hinnerup, Denmark"
91,60,59,44,42,10.104986076057457,56.23172069428216,2014-08-01 13:10:00,"Sigma 2, 8382 Hinnerup, Denmark"
94,65,61,45,43,10.104986076057457,56.23172069428216,2014-08-01 13:15:00,"Sigma 2, 8382 Hinnerup, Denmark"
96,62,58,44,39,10.104986076057457,56.23172069428216,2014-08-01 13:20:00,"Sigma 2, 8382 Hinnerup, Denmark"
94,65,54,47,43,10.104986076057457,56.23172069428216,2014-08-01 13:25:00,"Sigma 2, 8382 Hinnerup, Denmark"
96,67,54,45,43,10.104986076057457,56.23172069428216,2014-08-01 13:30:00,"Sigma 2, 8382 Hinnerup, Denmark"
96,69,53,49,41,10.104986076057457,56.23172069428216,2014-08-01 13:35:00,"Sigma 2, 8382 Hinnerup, Denmark"
101,66,51,50,44,10.104986076057457,56.23172069428216,2014-08-01 13:40:00,"Sigma 2, 8382 Hinnerup, Denmark"
106,67,54,54,42,10.104986076057457,56.23172069428216,2014-08-01 13:45:00,"Sigma 2, 8382 Hinnerup, Denmark"
101,71,49,55,38,10.104986076057457,56.23172069428216,2014-08-01 13:50:00,"Sigma 2, 8382 Hinnerup, Denmark"
98,66,44,60,40,10.104986076057457,56.23172069428216,2014-08-01 13:55:00,"Sigma 2, 8382 Hinnerup, Denmark"
96,64,40,59,41,10.104986076057457,56.23172069428216,2014-08-01 14:00:00,"Sigma 2, 8382 Hinnerup, Denmark"
95,70,31,57,45,10.104986076057457,56.23172069428216,2014-08-01 14:10:00,"Sigma 2, 8382 Hinnerup, Denmark"
98,66,35,52,40,10.104986076057457,56.23172069428216,2014-08-01 14:15:00,"Sigma 2, 8382 Hinnerup, Denmark"
97,71,33,48,39,10.104986076057457,56.23172069428216,2014-08-01 14:20:00,"Sigma 2, 8382 Hinnerup, Denmark"
93,66,30,52,39,10.104986076057457,56.23172069428216,2014-08-01 14:25:00,"Sigma 2, 8382 Hinnerup, Denmark"
90,67,34,49,44,10.104986076057457,56.23172069428216,2014-08-01 14:30:00,"Sigma 2, 8382 Hinnerup, Denmark"
85,62,38,53,47,10.104986076057457,56.23172069428216,2014-08-01 14:35:00,"Sigma 2, 8382 Hinnerup, Denmark"
81,64,37,49,42,10.104986076057457,56.23172069428216,2014-08-01 14:40:00,"Sigma 2, 8382 Hinnerup, Denmark"
78,69,33,51,38,10.104986076057457,56.23172069428216,2014-08-01 14:45:00,"Sigma 2, 8382 Hinnerup, Denmark"
80,72,31,53,37,10.104986076057457,56.23172069428216,2014-08-01 14:50:00,"Sigma 2, 8382 Hinnerup, Denmark"
77,72,31,52,35,10.104986076057457,56.23172069428216,2014-08-01 14:55:00,"Sigma 2, 8382 Hinnerup, Denmark"
75,77,32,52,39,10.104986076057457,56.23172069428216,2014-08-01 15:00:00,"Sigma 2, 8382 Hinnerup, Denmark"
75,80,32,48,38,10.104986076057457,56.23172069428216,2014-08-01 15:05:00,"Sigma 2, 8382 Hinnerup, Denmark"
73,85,31,52,40,10.104986076057457,56.23172069428216,2014-08-01 15:10:00,"Sigma 2, 8382 Hinnerup, Denmark"
71,80,35,53,39,10.104986076057457,56.23172069428216,2014-08-01 15:15:00,"Sigma 2, 8382 Hinnerup, Denmark"
76,85,34,57,40,10.104986076057457,56.23172069428216,2014-08-01 15:20:00,"Sigma 2, 8382 Hinnerup, Denmark"
78,89,34,55,37,10.104986076057457,56.23172069428216,2014-08-01 15:25:00,"Sigma 2, 8382 Hinnerup, Denmark"
76,93,38,52,40,10.104986076057457,56.23172069428216,2014-08-01 15:30:00,"Sigma 2, 8382 Hinnerup, Denmark"
76,96,34,55,45,10.104986076057457,56.23172069428216,2014-08-01 15:35:00,"Sigma 2, 8382 Hinnerup, Denmark"
71,97,35,53,49,10.104986076057457,56.23172069428216,2014-08-01 15:40:00,"Sigma 2, 8382 Hinnerup, Denmark"
69,99,39,48,47,10.104986076057457,56.23172069428216,2014-08-01 15:45:00,"Sigma 2, 8382 Hinnerup, Denmark"
67,99,39,47,50,10.104986076057457,56.23172069428216,2014-08-01 15:50:00,"Sigma 2, 8382 Hinnerup, Denmark"
72,102,35,49,50,10.104986076057457,56.23172069428216,2014-08-01 15:55:00,"Sigma 2, 8382 Hinnerup, Denmark"
68,98,37,44,47,10.104986076057457,56.23172069428216,2014-08-01 16:00:00,"Sigma 2, 8382 Hinnerup, Denmark"
68,95,40,49,48,10.104986076057457,56.23172069428216,2014-08-01 16:05:00,"Sigma 2, 8382 Hinnerup, Denmark"
70,99,37,54,46,10.104986076057457,56.23172069428216,2014-08-01 16:10:00,"Sigma 2, 8382 Hinnerup, Denmark"
71,96,37,55,45,10.104986076057457,56.23172069428216,2014-08-01 16:15:00,"Sigma 2, 8382 Hinnerup, Denmark"
67,94,37,50,40,10.104986076057457,56.23172069428216,2014-08-01 16:20:00,"Sigma 2, 8382 Hinnerup, Denmark"
72,94,33,48,37,10.104986076057457,56.23172069428216,2014-08-01 16:25:00,"Sigma 2, 8382 Hinnerup, Denmark"
75,98,29,43,32,10.104986076057457,56.23172069428216,2014-08-01 16:30:00,"Sigma 2, 8382 Hinnerup, Denmark"
74,99,33,38,28,10.104986076057457,56.23172069428216,2014-08-01 16:35:00,"Sigma 2, 8382 Hinnerup, Denmark"
69,100,33,42,32,10.104986076057457,56.23172069428216,2014-08-01 16:40:00,"Sigma 2, 8382 Hinnerup, Denmark"
70,97,32,41,28,10.104986076057457,56.23172069428216,2014-08-01 16:45:00,"Sigma 2, 8382 Hinnerup, Denmark"
70,101,35,40,26,10.104986076057457,56.23172069428216,2014-08-01 16:50:00,"Sigma 2, 8382 Hinnerup, Denmark"
72,96,31,40,30,10.104986076057457,56.23172069428216,2014-08-01 16:55:00,"Sigma 2, 8382 Hinnerup, Denmark"
67,97,34,36,31,10.104986076057457,56.23172069428216,2014-08-01 17:00:00,"Sigma 2, 8382 Hinnerup, Denmark"
69,95,31,31,36,10.104986076057457,56.23172069428216,2014-08-01 17:05:00,"Sigma 2, 8382 Hinnerup, Denmark"
66,91,29,33,32,10.104986076057457,56.23172069428216,2014-08-01 17:10:00,"Sigma 2, 8382 Hinnerup, Denmark"
61,88,26,38,33,10.104986076057457,56.23172069428216,2014-08-01 17:15:00,"Sigma 2, 8382 Hinnerup, Denmark"
61,88,27,39,30,10.104986076057457,56.23172069428216,2014-08-01 17:20:00,"Sigma 2, 8382 Hinnerup, Denmark"
64,86,32,38,27,10.104986076057457,56.23172069428216,2014-08-01 17:25:00,"Sigma 2, 8382 Hinnerup, Denmark"
65,90,32,33,24,10.104986076057457,56.23172069428216,2014-08-01 17:30:00,"Sigma 2, 8382 Hinnerup, Denmark"
67,91,30,28,27,10.104986076057457,56.23172069428216,2014-08-01 17:35:00,"Sigma 2, 8382 Hinnerup, Denmark"
71,87,25,24,32,10.104986076057457,56.23172069428216,2014-08-01 17:40:00,"Sigma 2, 8382 Hinnerup, Denmark"
66,87,25,25,29,10.104986076057457,56.23172069428216,2014-08-01 17:45:00,"Sigma 2, 8382 Hinnerup, Denmark"
61,92,27,24,27,10.104986076057457,56.23172069428216,2014-08-01 17:50:00,"Sigma 2, 8382 Hinnerup, Denmark"
58,87,23,23,24,10.104986076057457,56.23172069428216,2014-08-01 17:55:00,"Sigma 2, 8382 Hinnerup, Denmark"
62,82,25,22,21,10.104986076057457,56.23172069428216,2014-08-01 18:00:00,"Sigma 2, 8382 Hinnerup, Denmark"
58,81,20,24,25,10.104986076057457,56.23172069428216,2014-08-01 18:05:00,"Sigma 2, 8382 Hinnerup, Denmark"
